Date,m50,m50_index,POP_ESTIMATE_2018,Urban_Influence_Code_2013,Mar Temp AVG / F,Apr Temp AVG / F,Total_age0to17,Total_age18to64,Total_age65plus,Percent of adults with less than a high school diploma 2014-18,Employed_2018,Unemployment_rate_2018,Median_Household_Income_2018,Med_HH_Income_Percent_of_State_Total_2018,Density per square mile of land area - Population,Density per square mile of land area - Housing units,Active Physicians per 100000 Population 2018 (AAMC),All Specialties (AAMC),ICU Beds,transit_scores - population weighted averages aggregated from town/city level to county,Premature Death,% Adults with Obesity,Average Daily PM2.5,% Severe Housing Problems,Cardiovascular Deaths Per 100K,stay at home_bool,>50 gatherings_bool,>500 gatherings_bool,public_schools_bool,dine_in_bool,Percent_White,Percent_Black,Percent_NativeAmerican,Percent_Asian,Percent_NativeHawaiianPI,Percent_TwoPlusRaces,Percent_Hispanic,Age_0_14,Age_15_24,Age_25_44,Age_45_64,Age_65plus,C_Female,C_Male,Subgroup_Case_Rate_Black,Subgroup_Case_Rate_White,Subgroup_Case_Rate_Hispanic,Subgroup_Case_Rate_AsianNA_NH_PI_TwoPlus,T_negative,T_positive,T_total,cases,deaths,Day_of_Week
2020-04-17,13.633,77.0,18529.0,6.0,60.6,67.4,3492.0,11239.0,3798.0,19.3,7062.0,3.9,38249.0,69.0,27.6,12.2,265.2,49.13733351,0.0,0.0,9616.0,35.0,9.7,20.0,528.1,True,True,True,True,True,59.47433752496087,37.78401424793567,0.7069998380916401,0.4911220249338874,0.02698472664471909,1.5165416374332128,5.61282314210157,31.0,12.0,40.0,37.0,36.0,9.0,7.0,0.0857020425653478,0.045372050816696916,0.09615384615384616,0.19685039370078738,135.0,17.0,156.0,19.0,0.0,4
2020-04-17,2.968,38.0,394855.0,2.0,67.8,73.4,72121.0,214561.0,108173.0,10.8,171752.0,3.4,59587.0,107.5,434.5,232.4,265.2,1047.121907,90.0,4019965649.0,7935.0,27.0,8.1,17.0,326.2,True,True,True,True,True,86.1582099758139,9.143862937027517,0.5060085347785896,2.267667878081827,0.09345202669334313,1.8307986476048168,16.734244216231275,71.0,136.0,572.0,748.0,590.0,165.0,142.0,0.11909707796704057,0.05761316872427984,0.03329499364368303,0.12398921832884097,1799.0,314.0,2118.0,326.0,29.0,4
2020-04-17,3.779,42.0,359977.0,2.0,65.3,70.4,66922.0,188877.0,104178.0,12.7,129921.0,4.3,44517.0,80.3,209.1,103.5,265.2,954.6284151000001,110.0,2523124694.0,10928.0,30.0,8.5,15.0,476.2,True,True,True,True,True,82.13913666706483,13.47308300252516,0.5205888153965392,1.800392802873517,0.08750559063495723,1.979293121504985,13.637815749339541,85.0,212.0,737.0,944.0,815.0,62.0,50.0,0.03711340206185567,0.02840889874933205,0.042775955838917974,0.056980056980056974,2423.0,115.0,2795.0,116.0,3.0,4
2020-04-17,3.14,53.0,292502.0,2.0,60.8,67.1,54472.0,198875.0,39155.0,6.4,149478.0,3.3,51046.0,92.1,413.1,186.2,265.2,775.6904488,60.0,4651646259.0,6314.0,31.0,10.5,22.0,384.7,True,True,True,True,True,61.871029941675616,31.66781765594765,0.34221988225721534,3.7579230227485625,0.06905935685909839,2.29195014051186,6.580125947856767,99.0,290.0,766.0,712.0,312.0,90.0,68.0,0.06693368167636486,0.03812702377137048,0.057151763911258896,0.026456426265939997,2009.0,164.0,2180.0,173.0,1.0,4
2020-04-17,0.141,3.0,75027.0,3.0,73.3,77.0,11361.0,46400.0,17266.0,8.7,44120.0,2.6,67094.0,121.0,74.3,53.7,265.2,198.9652286,14.0,1811384368.0,7596.0,22.0,8.0,26.0,361.8,True,True,True,True,True,89.28385781118797,6.862862702760339,0.5171471603556053,1.4261532514961281,0.10262971996747837,1.8073493542324766,24.94835192663974,17.0,52.0,243.0,370.0,222.0,29.0,31.0,0.09710623422023694,0.07165569438846343,0.0641094133988674,0.0,799.0,66.0,905.0,68.0,3.0,4
2020-04-17,5.809,43.0,85832.0,1.0,62.0,68.3,16943.0,49847.0,19042.0,8.6,38629.0,3.2,66898.0,120.7,113.0,54.0,265.2,227.6191705,0.0,76218216.0,9369.0,28.0,8.9,14.0,424.1,True,True,True,True,True,90.60257246714512,6.045530804362009,0.4998135893373101,1.0240935781526703,0.08388479821045763,1.7441047627924318,4.478516171124988,23.0,77.0,255.0,291.0,209.0,25.0,14.0,0.11562921564848719,0.03471954324511998,0.0,0.03475842891901286,816.0,39.0,855.0,42.0,0.0,4
2020-04-17,2.7460000000000004,40.0,207269.0,2.0,59.3,65.4,46083.0,127997.0,33189.0,8.2,93435.0,2.9,62779.0,113.3,194.4,99.3,265.2,549.6597754,57.0,1626037274.0,8034.0,27.0,10.1,15.0,403.9,True,True,True,True,True,81.12259913445811,10.343563195653957,0.7261095484611785,3.255672580077098,0.23013571735281207,4.3219198239968355,9.694165552977049,99.0,105.0,470.0,492.0,375.0,67.0,47.0,0.060637156583795884,0.049957773786442415,0.049768576121037175,0.03957485300768883,1411.0,119.0,1543.0,123.0,1.0,4
2020-04-17,3.2239999999999998,49.0,41537.0,3.0,68.6,73.9,8844.0,24475.0,8218.0,25.0,17037.0,3.7,42258.0,76.2,52.0,24.1,265.2,110.15259440000001,8.0,309126649.0,10183.0,33.0,7.1,17.0,484,True,True,True,True,True,86.79249825456822,9.049762862026627,1.5576473987047692,1.0231841490719118,0.142042034812336,1.4348653008161398,25.4544141367937,18.0,23.0,55.0,77.0,47.0,3.0,1.0,0.0,0.011095392638206985,0.0,0.0,214.0,5.0,221.0,5.0,0.0,4
2020-04-17,1.308,15.0,1380645.0,1.0,67.5,72.7,305917.0,909908.0,164820.0,11.5,726303.0,3.2,58037.0,104.7,1268.5,540.0,265.2,3661.3532200000004,388.0,4340752645.0,6256.0,25.0,6.9,21.0,408.2,True,True,True,True,True,68.11099160175135,22.701201250140333,0.5672710943073709,5.7044352458452385,0.20077572438968744,2.7153250835660145,32.330106580619926,804.0,1254.0,5269.0,4843.0,2368.0,504.0,561.0,0.04052031918525443,0.05189441188637251,0.0640732675574195,0.2175781034441983,13395.0,1135.0,14541.0,1157.0,22.0,4
2020-04-17,2.7539999999999996,34.0,160912.0,2.0,70.7,75.4,26388.0,84834.0,49690.0,9.5,71563.0,3.5,61592.0,111.1,269.2,143.8,265.2,426.7249506,74.0,537041729.0,7076.0,19.0,7.1,18.0,317.4,True,True,True,True,True,90.14057372974048,5.747862185542408,0.9340509098140598,1.475340558814756,0.17773689967187034,1.5244357164164264,13.941160385800936,32.0,72.0,290.0,457.0,414.0,58.0,74.0,0.054059898367391064,0.06756430674195261,0.05349262247581688,0.10580411124546554,1115.0,142.0,1266.0,147.0,4.0,4
2020-04-17,2.602,28.0,539630.0,1.0,67.0,72.6,109651.0,307874.0,122105.0,11.0,223077.0,3.8,53788.0,97.0,622.2,306.5,265.2,1431.052905,166.0,1876119014.0,8714.0,32.0,8.6,15.0,395.7,True,True,True,True,True,87.93061912792098,6.466097140633396,0.4777347441765654,2.702407204936716,0.10414543298185794,2.318996349350481,15.790819635676298,159.0,277.0,1131.0,1443.0,981.0,91.0,95.0,0.045854469377812165,0.026343519494204423,0.05750363798526029,0.10583060488805107,3772.0,193.0,3997.0,192.0,3.0,4
2020-04-18,3.0010000000000003,18.0,45894.0,2.0,60.6,67.0,10097.0,27600.0,8197.0,20.7,17654.0,4.6,42259.0,76.2,89.8,37.8,265.2,121.7069882,0.0,90044263.0,9926.0,43.0,10.6,15.0,430.8,True,True,True,True,True,41.65032466117575,55.76981740532532,0.583954329541988,0.7299429119274851,0.1350939120582211,1.1308667799712382,10.50899899769033,15.0,26.0,105.0,99.0,50.0,33.0,13.0,0.08595428794686463,0.0313889615485221,0.0,0.0,249.0,47.0,296.0,47.0,0.0,5
2020-04-18,3.7089999999999996,21.0,18256.0,2.0,62.6,68.3,3703.0,10812.0,3741.0,14.1,6611.0,3.8,42186.0,76.1,48.4,20.9,265.2,48.41336071,0.0,0.0,8968.0,38.0,8.2,13.0,389.6,True,True,True,True,True,91.20289219982472,5.6036371603856265,0.6847063978965819,0.5806310254163015,0.12050832602979841,1.8076248904469763,6.102103418054338,6.0,20.0,55.0,49.0,35.0,2.0,2.0,0.0,0.024024024024024024,0.0,0.0,160.0,4.0,165.0,4.0,0.0,5
2020-04-18,2.8710000000000004,22.0,13724.0,4.0,69.3,74.3,2080.0,7900.0,3744.0,24.4,4998.0,4.0,38680.0,69.8,16.0,8.7,265.2,36.39488181,0.0,0.0,9578.0,36.0,7.1,16.0,318.5,True,True,True,True,True,78.83270183619936,13.829787234042554,5.187991839113961,0.7067910230253571,0.10201107548819587,1.3407169921305742,21.145438647624598,2.0,2.0,11.0,10.0,10.0,2.0,3.0,0.15806111696522657,0.018485996857380532,0.0,0.0,30.0,5.0,35.0,5.0,1.0,5
2020-04-18,0.192,2.0,16164.0,2.0,62.4,67.2,2500.0,10177.0,3487.0,15.1,5852.0,4.4,45426.0,81.9,28.1,16.2,265.2,42.86555447,0.0,0.0,9692.0,33.0,9.1,16.0,483.3,True,True,True,True,True,79.81935164563227,17.04404850284583,0.661964860183123,0.4763672358327147,0.024746349913387776,1.973521405592675,4.621380846325167,6.0,5.0,31.0,35.0,27.0,1.0,0.0,0.0,0.0077507363199503946,0.0,0.0,103.0,1.0,104.0,1.0,0.0,5
2020-04-18,11.897,51.0,14310.0,6.0,60.0,66.8,2707.0,9028.0,2575.0,23.9,4114.0,4.2,36299.0,65.5,28.8,11.2,265.2,37.94890401,0.0,0.0,9931.0,41.0,9.2,13.0,520.2,True,True,True,True,True,62.94898672257163,32.84416491963662,1.055206149545772,0.8176100628930818,0.02795248078266946,2.3060796645702304,9.797344514325648,3.0,12.0,24.0,29.0,24.0,3.0,0.0,0.0,0.03330373001776199,0.0,0.0,88.0,3.0,92.0,3.0,0.0,5
2020-04-18,0.75,10.0,105424.0,2.0,68.0,74.0,17970.0,50232.0,37222.0,15.3,34716.0,4.8,39994.0,72.1,97.2,54.5,265.2,279.5754896,38.0,276304145.0,9562.0,31.0,7.5,15.0,395,True,True,True,True,True,85.44069661557141,10.494764000607072,0.663036879647898,1.5594172105023525,0.09580361208074063,1.7462816815905298,20.810251935043254,17.0,34.0,159.0,177.0,176.0,31.0,34.0,0.16268980477223427,0.03330557868442965,0.1048361365604631,0.3500583430571762,495.0,66.0,565.0,66.0,6.0,5
2020-04-18,0.27899999999999997,3.0,190865.0,1.0,66.2,71.6,34957.0,103496.0,52412.0,12.6,67280.0,4.5,45884.0,82.8,365.6,178.8,265.2,506.1577613,44.0,1900878046.0,8734.0,32.0,8.3,15.0,437.1,True,True,True,True,True,89.80326408718204,5.978571241453383,0.4862075288816703,1.4444764624210829,0.08697246745081602,2.200508212611008,14.182275430277947,37.0,91.0,368.0,435.0,309.0,41.0,39.0,0.043817369205152924,0.026837336569371602,0.036942628098562934,0.08694572102844367,1157.0,84.0,1241.0,84.0,3.0,5
2020-04-18,0.4,4.0,1436888.0,1.0,68.0,73.6,323986.0,907587.0,205315.0,11.6,710804.0,3.4,58361.0,105.3,1204.9,525.5,265.2,3810.5048770000003,432.0,3303892778.0,6872.0,24.0,7.1,19.0,403.6,True,True,True,True,True,74.2805980702741,17.84418827354672,0.5249539282115238,4.429433609300099,0.13076871683805558,2.7900574018295092,29.23776940165135,707.0,1317.0,5204.0,4747.0,2629.0,457.0,445.0,0.0549919852106661,0.04169286133891237,0.06188796374317447,0.16437194011912548,13655.0,943.0,14637.0,943.0,19.0,5
2020-04-18,11.272,58.0,19477.0,6.0,59.7,65.9,3938.0,11668.0,3871.0,22.6,6706.0,4.0,38040.0,68.6,41.6,18.0,265.2,51.65134895,0.0,0.0,9908.0,33.0,10.1,14.0,564.9,True,True,True,True,True,88.9921445807876,6.74641885300611,1.042254967397443,0.6674539200082148,0.17969913230990398,2.3720285464907325,2.967602813574986,8.0,10.0,37.0,45.0,31.0,1.0,4.0,0.0,0.023077366872439855,0.0,0.0,122.0,5.0,131.0,5.0,0.0,5
2020-04-18,0.493,6.0,157413.0,2.0,67.9,73.0,25219.0,80175.0,52019.0,11.3,62318.0,4.3,58228.0,105.0,274.5,151.8,265.2,417.4458999,40.0,0.0,6883.0,26.0,7.0,16.0,326.4,True,True,True,True,True,86.91277086390578,9.482063107875462,0.4370668242140103,1.5780145223075601,0.050186452198992454,1.539898229498199,12.681925889221349,34.0,77.0,256.0,439.0,495.0,30.0,45.0,0.033498593059091517,0.04093208198111277,0.020037068576867205,0.2290748898678414,1157.0,83.0,1302.0,83.0,2.0,5
2020-04-18,0.5579999999999999,12.0,11736.0,6.0,62.2,67.7,1888.0,7034.0,2814.0,19.7,4673.0,3.5,40297.0,72.7,21.6,16.2,265.2,31.12287474,0.0,0.0,8765.0,36.0,9.1,16.0,464.5,True,True,True,True,True,84.0576005453306,12.397750511247443,0.9969325153374233,0.48568507157464214,0.07668711656441718,1.985344239945467,5.598159509202454,4.0,6.0,11.0,25.0,19.0,1.0,0.0,0.0,0.01013684744044602,0.0,0.0,63.0,2.0,65.0,2.0,0.0,5
2020-04-18,3.9219999999999997,32.0,27245.0,3.0,67.9,74.0,7141.0,15572.0,4532.0,24.2,8322.0,5.3,39169.0,70.7,43.5,15.2,265.2,72.25142487,0.0,0.0,6848.0,39.0,7.6,18.0,396.6,True,True,True,True,True,88.43824554964213,7.469260414755001,1.1745274362268305,1.1304826573683247,0.11011194714626536,1.6773719948614425,43.97504129198018,3.0,11.0,27.0,27.0,21.0,1.0,1.0,0.0,0.008300477277443452,0.0,0.0,85.0,4.0,89.0,4.0,0.0,5
2020-04-18,0.846,10.0,112067.0,2.0,65.6,71.5,18884.0,58755.0,34428.0,8.0,45173.0,4.0,58975.0,106.4,197.1,100.1,265.2,297.1921612,18.0,0.0,7550.0,26.0,7.5,17.0,390.5,True,True,True,True,True,83.94978004229613,10.739111424415752,0.39976085734426725,2.603799512791455,0.0910169809132037,2.2165311822391964,10.542800289112762,17.0,45.0,249.0,318.0,299.0,27.0,25.0,0.04154549231408392,0.039328231292517,0.08463817181548879,0.11760752688172044,873.0,55.0,929.0,66.0,2.0,5
2020-04-18,0.066,0.0,147929.0,2.0,65.1,69.9,22036.0,72188.0,53705.0,11.9,45314.0,5.2,41556.0,75.0,242.8,134.1,265.2,392.2951378,40.0,711860743.0,11763.0,29.0,8.1,15.0,563,True,True,True,True,True,93.0047522798099,3.147455874101765,0.4326399826944007,1.6818879327244827,0.03853199845872006,1.6947319322107228,5.948123762075049,45.0,81.0,312.0,400.0,401.0,41.0,41.0,0.0,0.039976450236587906,0.07955449482895784,0.035137034434293744,1159.0,82.0,1244.0,82.0,8.0,5
2020-04-18,1.067,13.0,950181.0,1.0,63.0,69.4,214676.0,602022.0,133483.0,10.5,470411.0,3.6,55733.0,100.5,1133.9,509.7,265.2,2519.799271,412.0,3806869014.0,9657.0,31.0,8.5,18.0,458,True,True,True,True,True,60.802310296669795,30.573648599582604,0.4526506002540569,5.064298275802189,0.12187151711095044,2.985220710580405,10.1365950276842,545.0,1329.0,5791.0,5262.0,2936.0,425.0,364.0,0.05163422316311251,0.030463952143900633,0.023879729224635573,0.048813824074978036,14986.0,824.0,15890.0,835.0,15.0,5
2020-04-18,1.712,15.0,16700.0,7.0,62.7,68.4,3035.0,9716.0,3949.0,20.7,5529.0,4.2,37148.0,67.0,23.3,13.2,265.2,44.28698093,0.0,0.0,10796.0,34.0,8.1,14.0,460.1,True,True,True,True,True,87.39520958083831,9.832335329341317,0.5808383233532933,0.41317365269461076,0.017964071856287425,1.7604790419161676,4.017964071856287,8.0,14.0,40.0,39.0,44.0,2.0,1.0,0.12180267965895249,0.0,0.0,0.0,142.0,3.0,146.0,3.0,0.0,5
2020-04-18,3.1919999999999997,39.0,70503.0,3.0,61.2,67.4,15312.0,41877.0,13314.0,13.3,28434.0,3.7,46195.0,83.3,84.7,35.9,265.2,186.967965,27.0,0.0,10346.0,36.0,8.8,16.0,465.9,True,True,True,True,True,77.79952626129385,18.457370608342906,0.5786987787753712,1.0552742436492064,0.08510276158461343,2.024027346354056,6.3642681871693405,47.0,43.0,165.0,182.0,109.0,20.0,15.0,0.030738492276953813,0.05104738291006544,0.08914642299977714,0.037893141341417205,501.0,36.0,549.0,36.0,0.0,5
2020-04-18,1.022,13.0,378488.0,2.0,71.4,75.2,64794.0,191759.0,121935.0,13.6,171255.0,3.4,70649.0,127.4,160.9,98.7,265.2,1003.718014,73.0,2242617896.0,5205.0,21.0,7.7,20.0,254.3,True,True,True,True,True,89.29186658493796,7.4115956120141195,0.478218596098159,1.5540783327344592,0.09722897423432182,1.1670118999809769,28.202479338842974,111.0,249.0,1101.0,1316.0,1367.0,201.0,189.0,0.049907314986453725,0.07900366612518087,0.11148272017837235,0.2805161497154765,3674.0,453.0,4146.0,457.0,8.0,5
2020-04-18,2.254,20.0,216072.0,1.0,63.9,70.1,50209.0,131759.0,34104.0,8.9,102789.0,3.3,62835.0,113.4,315.8,124.9,265.2,573.0045834,28.0,33014736.0,7659.0,32.0,8.6,14.0,411.6,True,True,True,True,True,80.6041504683624,12.321355844348181,0.5646266059461661,3.1702395497797036,0.15920619052908289,3.18042134103447,10.336832167055427,90.0,199.0,845.0,964.0,591.0,129.0,86.0,0.1314652743868084,0.061436700102777284,0.08059100067159167,0.09812900693444981,2479.0,217.0,2698.0,223.0,9.0,5
2020-04-18,7.188,44.0,48305.0,6.0,60.5,66.9,8961.0,29920.0,9424.0,19.3,16846.0,4.0,39545.0,71.3,54.2,22.9,265.2,128.1007553,7.0,0.0,10331.0,37.0,10.5,13.0,522.3,True,True,True,True,True,69.1957354311148,26.854362902391056,0.8756857468170997,0.7556153607287031,0.2939654280095228,2.024635130938826,5.011903529655315,7.0,22.0,79.0,83.0,50.0,7.0,0.0,0.0385445575084798,0.005983545250560957,0.0,0.0,233.0,8.0,241.0,8.0,0.0,5
2020-04-18,0.214,2.0,184998.0,2.0,69.1,74.4,22067.0,88537.0,74394.0,9.7,68108.0,4.0,52724.0,95.1,235.2,147.9,265.2,490.59897589999997,51.0,0.0,8115.0,28.0,7.7,16.0,311.2,True,True,True,True,True,90.45124812160131,6.000064865566114,0.4010854171396448,1.4189342587487432,0.06108174142423162,1.6675855955199517,7.41197202131915,25.0,72.0,284.0,435.0,523.0,81.0,53.0,0.12612612612612611,0.05677302146020212,0.021878646441073513,0.04569687738004569,1197.0,136.0,1341.0,138.0,9.0,5
2020-04-18,2.123,15.0,14587.0,6.0,61.2,66.9,2924.0,9032.0,2631.0,21.9,4873.0,4.1,38323.0,69.1,25.8,10.6,265.2,38.68348448,0.0,0.0,10649.0,36.0,9.7,12.0,488.7,True,True,True,True,True,82.15534379927333,13.210392815520668,1.329951326523617,0.8020840474395009,0.13710838417769244,2.3651196270651953,5.744841297045315,3.0,7.0,27.0,21.0,19.0,4.0,2.0,0.2075765438505449,0.016688918558077435,0.0,0.0,72.0,6.0,78.0,6.0,0.0,5
2020-04-18,0.308,3.0,1951260.0,1.0,72.5,76.2,412789.0,1214158.0,324313.0,11.2,1001293.0,3.4,57200.0,103.2,1444.9,669.9,265.2,5174.575713,587.0,4941992962.0,6339.0,25.0,6.6,25.0,413.8,True,True,True,True,True,63.220431926037534,30.092453081598556,0.40537908838391606,3.887283088875906,0.12238246056394331,2.2720703545401433,30.42818486516405,614.0,2061.0,11259.0,11871.0,6332.0,1775.0,1926.0,0.18512147851943692,0.14332094406997434,0.1968898477935368,0.2804963098641202,28258.0,3833.0,32184.0,3838.0,115.0,5
2020-04-18,0.369,4.0,596849.0,2.0,67.2,72.8,108913.0,346591.0,141345.0,8.0,266812.0,3.5,57612.0,103.9,535.0,265.7,265.2,1582.792831,159.0,2107186548.0,8820.0,30.0,7.3,15.0,428.7,True,True,True,True,True,83.24433818268943,10.72566092931378,0.46209342731578673,2.640366323810545,0.13370215917258804,2.7938389776978765,10.716445868217924,159.0,301.0,1267.0,1862.0,1539.0,101.0,101.0,0.06092226943264184,0.027574102885619806,0.04690358187020216,0.02778549597110308,4915.0,209.0,5129.0,210.0,7.0,5
2020-04-18,5.553999999999999,48.0,27732.0,4.0,63.0,69.1,5436.0,17361.0,4935.0,21.7,10933.0,3.3,45075.0,81.3,97.0,37.5,265.2,73.54290749,0.0,0.0,10390.0,37.0,8.1,15.0,459.2,True,True,True,True,True,76.74167027260927,20.052646761863553,0.49762007788836,0.6021924130967835,0.05408913890090869,2.0517813356411363,4.269436030578393,9.0,40.0,99.0,128.0,184.0,33.0,7.0,0.053947131810825395,0.1738558406164834,0.0,0.0,422.0,40.0,464.0,42.0,2.0,5
2020-04-18,1.868,23.0,185287.0,2.0,61.8,67.2,39761.0,113848.0,31678.0,9.7,85703.0,4.0,51777.0,93.4,222.6,131.4,265.2,491.36537930000003,77.0,2048433996.0,9721.0,29.0,9.8,17.0,481.9,True,True,True,True,True,81.70243999848883,11.679718490773773,0.8284445212022431,2.279166914030666,0.16083157480017485,3.3493985007043126,6.706352847204607,21.0,54.0,222.0,300.0,153.0,18.0,26.0,0.023104292777598078,0.020477725519209428,0.08047642040882022,0.024465829391616373,704.0,45.0,750.0,48.0,2.0,5
2020-04-18,5.013,35.0,28355.0,1.0,61.6,68.0,6715.0,17625.0,4015.0,15.5,11467.0,3.4,52804.0,95.3,46.3,16.6,265.2,75.19505055,0.0,0.0,10068.0,38.0,8.4,12.0,495,True,True,True,True,True,82.99418092047259,14.008111444189739,0.4408393581378946,0.7088696878857345,0.03174043378592841,1.8162581555281256,2.666196438017986,12.0,26.0,73.0,85.0,62.0,10.0,7.0,0.025176233635448138,0.06374027960735988,0.0,0.1176470588235294,241.0,17.0,258.0,17.0,3.0,5
2020-04-18,0.9359999999999999,12.0,269956.0,2.0,63.6,69.3,48541.0,183579.0,37836.0,7.6,132846.0,3.3,51026.0,92.0,282.7,128.9,265.2,715.9003726,210.0,5720159672.0,6824.0,27.0,8.3,20.0,347.9,True,True,True,True,True,69.85731008016121,20.58668820104017,0.35968824549185796,6.260279452947888,0.07964260842507667,2.8563914119337968,10.276119071256057,163.0,581.0,1598.0,1286.0,1195.0,113.0,80.0,0.10256410256410256,0.04507275272557587,0.054071590786200927,0.06202271581966896,4652.0,205.0,4868.0,205.0,0.0,5
2020-04-18,2.492,32.0,315534.0,2.0,59.7,65.9,65784.0,196602.0,53148.0,9.2,140151.0,3.5,50644.0,91.4,453.4,208.2,265.2,836.7693556,120.0,305814779.0,9783.0,29.0,9.9,13.0,476.2,True,True,True,True,True,68.91998960492371,23.207958571817937,0.8994276369582993,3.4075567133811253,0.1796953735572078,3.3853720993617173,5.819658103405655,334.0,483.0,1443.0,1330.0,803.0,151.0,132.0,0.10378401999207965,0.05058261981183266,0.03812013287589174,0.04428519666653247,4061.0,303.0,4404.0,304.0,8.0,5
2020-04-18,5.942,25.0,14288.0,2.0,60.8,67.5,2431.0,8495.0,3362.0,17.9,5373.0,3.7,46332.0,83.6,24.7,11.1,265.2,37.89056188,0.0,0.0,9864.0,34.0,10.0,15.0,463.7,True,True,True,True,True,63.08090705487122,34.308510638297875,0.4129339305711086,0.6368980963045913,0.03499440089585666,1.5257558790593504,3.856382978723404,8.0,2.0,24.0,36.0,42.0,12.0,10.0,0.1631986944104447,0.11095084877399312,0.5444646098003629,0.8042895442359249,88.0,24.0,113.0,24.0,1.0,5
2020-04-18,2.028,23.0,41556.0,3.0,70.5,74.7,10964.0,24880.0,5712.0,34.3,14652.0,6.1,44391.0,80.1,34.0,12.6,265.2,110.20298079999999,3.0,0.0,8548.0,35.0,7.3,21.0,455.9,True,True,True,True,True,83.62931947251901,12.056020791221485,2.033400712291847,0.9769948984502839,0.19973048416594474,1.1045336413514293,54.30262777938204,15.0,18.0,102.0,80.0,58.0,18.0,18.0,0.21956087824351297,0.06330388743417835,0.04431445537534343,0.055772448410485224,237.0,36.0,273.0,39.0,0.0,5
2020-04-18,0.395,3.0,356495.0,1.0,66.8,72.1,68268.0,193118.0,95109.0,10.7,149818.0,3.5,52447.0,94.6,316.6,154.5,265.2,945.394447,158.0,1632864003.0,7814.0,30.0,8.2,16.0,385.5,True,True,True,True,True,83.54507075835565,11.329471661594132,0.6073016451843645,2.2614622925987744,0.18597736293636657,2.070716279330706,16.047349892705366,171.0,245.0,957.0,1152.0,1021.0,98.0,92.0,0.042090668251256534,0.02954666022012262,0.09439239267235353,0.34478984238178634,3333.0,201.0,3549.0,203.0,6.0,5
2020-04-18,3.258,18.0,8732.0,12.0,61.5,68.0,1771.0,5560.0,1401.0,23.9,2756.0,3.2,42689.0,77.0,16.3,6.1,265.2,23.156522,0.0,0.0,9426.0,33.0,8.7,17.0,477.8,True,True,True,True,True,83.88685295464956,13.502061383417315,0.8131012368300504,0.2977553825011452,0.11452130096197893,1.385707741639945,14.246449839670177,2.0,5.0,17.0,7.0,17.0,1.0,0.0,0.0,0.013651877133105802,0.08038585209003216,0.0,47.0,1.0,48.0,1.0,0.0,5
2020-04-18,2.782,21.0,71375.0,2.0,60.0,65.9,14423.0,42275.0,14677.0,11.5,29698.0,3.1,60973.0,110.0,53.0,43.5,265.2,189.28043490000002,28.0,278651455.0,7321.0,32.0,10.1,19.0,412.8,True,True,True,True,True,89.71348511383538,5.244133099824869,0.8056042031523643,1.3842381786339755,0.16112084063047286,2.691418563922942,6.380385288966725,28.0,33.0,105.0,147.0,88.0,16.0,8.0,0.0,0.03748067402745459,0.021958717610891524,0.0,369.0,32.0,401.0,32.0,0.0,5
2020-04-18,4.806,21.0,32461.0,2.0,61.4,67.6,6945.0,20430.0,5086.0,12.1,14307.0,3.1,58203.0,105.0,50.8,21.1,265.2,86.08381364,0.0,0.0,8328.0,40.0,9.7,12.0,455.9,True,True,True,True,True,83.16441267983117,13.10187609747081,0.7393487569699024,0.7393487569699024,0.0924185946212378,2.1625951141369644,3.767598040725794,8.0,21.0,78.0,77.0,30.0,9.0,4.0,0.1881025158711498,0.018521262409245814,0.0,0.0,201.0,14.0,215.0,14.0,1.0,5
2020-04-18,0.897,12.0,547538.0,2.0,66.2,71.8,96836.0,316969.0,133733.0,10.0,243967.0,3.7,50285.0,90.7,449.2,230.9,265.2,1452.024249,148.0,3212576735.0,9436.0,30.0,7.6,18.0,469.3,True,True,True,True,True,83.8991996902498,11.385693778331367,0.4733918011170001,2.006801354426542,0.07816809061654169,2.15674528525874,14.528124075406637,135.0,246.0,1116.0,1720.0,1453.0,132.0,141.0,0.05614282735278549,0.036135661108450526,0.03519931612757238,0.18205058682263625,4382.0,285.0,4675.0,291.0,10.0,5
2020-04-18,11.199000000000002,46.0,14940.0,4.0,62.1,68.1,2902.0,9801.0,2237.0,23.1,4511.0,3.4,45906.0,82.8,63.8,18.5,265.2,39.61961048,0.0,9693697.0,16885.0,37.0,8.1,16.0,671.1,True,True,True,True,True,74.28380187416333,22.650602409638555,0.5287817938420347,0.7429718875502008,0.040160642570281124,1.7536813922356091,5.7095046854083,7.0,11.0,58.0,43.0,30.0,1.0,1.0,0.0,0.009010632546404758,0.0,0.0,144.0,2.0,149.0,2.0,0.0,5
2020-04-18,1.685,31.0,21623.0,6.0,61.7,68.4,4357.0,12846.0,4420.0,22.6,8399.0,3.8,42307.0,76.3,21.6,10.5,265.2,57.342358600000004,6.0,0.0,10594.0,35.0,9.0,10.0,492.7,True,True,True,True,True,76.37700596586967,19.62262405771632,0.9758127919345142,0.8463210470332516,0.055496462100541086,2.1227396753456964,4.504462840493918,23.0,6.0,44.0,46.0,40.0,1.0,0.0,0.0,0.006055101422948834,0.0,0.0,158.0,1.0,159.0,1.0,0.0,5
